model,girderName,L,D,w_oh,ts,S,Nb,n_bm1,n_bm2,n_bm3,n_bm4,n_r1,n_r2,n_r3,n_r4,sum_RY,d-G1,d-G2,d-G3,d-G4
Tx34-L_51-Nb_4-S_60-O_20-ts_100,Tx34,51.0,34.0,2.0,10.0,6.0,4.0,0.5587600281938372,0.3013011341789208,0.09209531590406575,0.0007580721907833869,0.970943397670792,0.05460470760565485,0.051218850528451675,-0.0767661324294729,3.979488108285523e-05,0.0484909154474735,0.0232622474431991,0.0071727903559803,-2.8392922692185188e-34
Tx34-L_51-Nb_4-S_60-O_25-ts_85,Tx34,51.0,34.0,2.5,8.5,6.0,4.0,0.6125813148784026,0.2836591375109867,0.0686030693322532,0.00035608499935893594,1.0425736825972052,-0.0154752915326163,0.03564661841296168,-0.06274427466294,3.747554514177409e-05,0.056363359093666,0.0238257311284542,0.005894380621612,-2.3195051976742117e-34
Tx34-L_51-Nb_4-S_60-O_25-ts_100,Tx34,51.0,34.0,2.5,10.0,6.0,4.0,0.5867678456999023,0.2923866782004581,0.08221777681654321,0.0006937195629880391,1.0345796568619174,0.0004346181832104367,0.046547296262217666,-0.08156066176464064,4.638667794409912e-05,0.0491904057562351,0.0224627796560525,0.0064365919679403,-3.0164495993807553e-34
Tx34-L_51-Nb_4-S_60-O_30-ts_85,Tx34,51.0,34.0,3.0,8.5,6.0,4.0,0.6421648724844279,0.2727425349222475,0.058269007112602356,0.00030086259892004636,1.1075818780628395,-0.07294625076587302,0.03175900208713758,-0.06639369351250816,4.766841623649043e-05,0.057305060327053,0.0227682776749134,0.005050360225141,-2.4543917968986272e-34
Tx34-L_51-Nb_4-S_60-O_30-ts_100,Tx34,51.0,34.0,3.0,10.0,6.0,4.0,0.6139928232726088,0.28386361014971523,0.07253091759573846,0.0006300662856027896,1.0980790441167687,-0.05349619427844985,0.04171312040437839,-0.08629521867333782,3.857417794961293e-05,0.0499474368989467,0.0216987077146768,0.0057148560881614,-3.1913562711209e-34
Tx34-L_51-Nb_4-S_90-O_15-ts_85,Tx34,51.0,34.0,1.5,8.5,9.0,4.0,0.6683638344221232,0.2678882160705277,0.023650448945899315,-1.1638339721091547e-05,0.946787990195321,0.08480280139392726,-0.013527054132188932,-0.018063064874372807,3.4545857630519095e-05,0.0609970241785049,0.0197205990552902,0.0015800594119355,-6.669514452360096e-35
Tx34-L_51-Nb_4-S_90-O_15-ts_100,Tx34,51.0,34.0,1.5,10.0,9.0,4.0,0.6446001537864893,0.2805146097652504,0.035178348872200484,0.00012542639349438894,0.9424336703423833,0.09255912990188674,-0.006477875354238078,-0.028514088350161015,4.266353343496121e-05,0.0535459890961647,0.018946161493659,0.0023074087221175,-1.0538445756309744e-34
Tx34-L_51-Nb_4-S_90-O_24-ts_85,Tx34,51.0,34.0,2.4166666666666665,8.5,9.0,4.0,0.7238433294880791,0.23135553633199485,0.00980436410674597,-5.784634115079314e-05,1.0371868872540724,-0.005289158241417337,-0.013855191099866366,-0.01804171693089856,4.1931111532278464e-05,0.062579371035099,0.016782933846116,0.000591201998759,-6.659355150597618e-35
Tx34-L_51-Nb_4-S_90-O_24-ts_100,Tx34,51.0,34.0,2.4166666666666665,10.0,9.0,4.0,0.6960415224907927,0.2503617518900983,0.020343473663959118,5.3194684736597195e-05,1.0330963541658402,0.004502509622009265,-0.008597697538481174,-0.029000438016980476,3.7078816632174494e-05,0.0548183880746364,0.0167079716920852,0.001344647607766,-1.071520612753984e-34
Tx34-L_51-Nb_4-S_90-O_33-ts_85,Tx34,51.0,34.0,3.3333333333333335,8.5,9.0,4.0,0.7783729975644164,0.19551207868752782,0.00028188276944742283,-0.00010137971523364308,1.1272358302687062,-0.09468801700360072,-0.014643202837764024,-0.017903789445451363,4.190059397757295e-05,0.0643905252218246,0.0139178577810525,-5.463588687970305e-35,-6.60846623231722e-35
Tx34-L_51-Nb_4-S_90-O_33-ts_100,Tx34,51.0,34.0,3.3333333333333335,10.0,9.0,4.0,0.7464888504415405,0.22093137254884287,0.005383928857486401,-1.6407952069703647e-05,1.1231451439941995,-0.08228159466905181,-0.011537596459473,-0.029325226428438548,3.704829904904727e-05,0.0563362427055835,0.0145394224673509,0.0003708067233674,-1.0834731173733168e-34
Tx34-L_51-Nb_4-S_90-O_42-ts_85,Tx34,51.0,34.0,4.25,8.5,9.0,4.0,0.8313820325509176,0.1608746155323588,0.00015841663462758053,-0.0001408427335138403,1.2170749080872616,-0.18388248697901957,-0.015465971105226599,-0.017725636201732144,4.1992146705638334e-05,0.066388115286827,0.0111511331051588,-5.76931077659581e-35,-6.543886363475219e-35
Tx34-L_51-Nb_4-S_90-O_42-ts_100,Tx34,51.0,34.0,4.25,10.0,9.0,4.0,0.7952442009477169,0.19275299564254733,0.00037395319583583757,-7.99291938997182e-05,1.2129846047784414,-0.168844975490061,-0.014523798923854803,-0.029615160175374595,3.3630330307232725e-05,0.0580251961946487,0.0124619212001562,-5.41717158438095e-35,-1.0942555229772263e-34
Tx34-L_51-Nb_4-S_120-O_15-ts_85,Tx34,51.0,34.0,1.5,8.5,12.0,4.0,0.7470570293470892,0.21097302319603778,0.00024652577534261963,-8.433204777002096e-05,0.9690470281854994,0.06005571193316274,-0.024474592620231647,-0.0046273025811850235,4.3182332241542554e-05,0.0645040124654769,0.0139803774654865,-9.083951724328376e-35,-1.7058790664316715e-35
Tx34-L_51-Nb_4-S_120-O_15-ts_100,Tx34,51.0,34.0,1.5,10.0,12.0,4.0,0.7238246187358044,0.22894801678823154,0.000415505848861884,-4.833677752142743e-05,0.9656037837002079,0.06830425666354831,-0.024142829446212304,-0.009764461143336244,3.82842609525369e-05,0.0568769425153732,0.0140470694750547,-8.95912719603488e-35,-3.606230988428984e-35
Tx34-L_51-Nb_4-S_120-O_24-ts_85,Tx34,51.0,34.0,2.4166666666666665,8.5,12.0,4.0,0.7988651800583125,0.166577085736122,0.0001395376778161129,-9.01631383761934e-05,1.0406580882344616,-0.01711898265164072,-0.019204276290579,-0.004334026561060411,4.093929025117404e-05,0.0659273788332939,0.0107543272897601,-7.136362492966648e-35,-1.5958727694151195e-35
Tx34-L_51-Nb_4-S_120-O_24-ts_100,Tx34,51.0,34.0,2.4166666666666665,10.0,12.0,4.0,0.7727178649231291,0.19041955017285803,0.0002982678812433536,-7.035733577024039e-05,1.0386545649501495,-0.008520622702199067,-0.020928332758868063,-0.009204816032851093,4.0420491430381844e-05,0.0580957643687725,0.0114737516269087,-7.771283266866748e-35,-3.3977041451059904e-35
Tx34-L_51-Nb_4-S_120-O_33-ts_85,Tx34,51.0,34.0,3.3333333333333335,8.5,12.0,4.0,0.8499361783922459,0.12281419005500875,3.1538350634346165e-05,-9.441435473027659e-05,1.1121270680138162,-0.09398980353852776,-0.014156616210926176,-0.003979869767728127,3.9703328354789846e-05,0.0675631836056709,0.007583487778902,-5.270840904802807e-35,-1.4648057232702857e-35
Tx34-L_51-Nb_4-S_120-O_33-ts_100,Tx34,51.0,34.0,3.3333333333333335,10.0,12.0,4.0,0.8209516852486064,0.1524463027039662,0.00018024718057143082,-9.049623091672243e-05,1.111435738356954,-0.08475179036451554,-0.018119199266606215,-0.008564083922136225,3.38744709225125e-05,0.0595399551093578,0.0089467195793986,-6.73308527868806e-35,-3.160583172110504e-35
Tx34-L_51-Nb_4-S_120-O_42-ts_85,Tx34,51.0,34.0,4.25,8.5,12.0,4.0,0.8997911700620764,0.08018221357163904,-7.699762911694468e-05,-9.74205571474134e-05,1.1834234068617984,-0.17064194623148113,-0.009178749234061284,-0.003601828182441972,4.504390452808593e-05,0.0693817213177681,0.0044927513226866,-3.430960935109979e-35,-1.3256799688446249e-35
Tx34-L_51-Nb_4-S_120-O_42-ts_100,Tx34,51.0,34.0,4.25,10.0,12.0,4.0,0.8678981801864131,0.11561695822110449,6.202185607693999e-05,-0.00010850680364814943,1.1840373774500332,-0.16074431295943023,-0.01538404756432593,-0.007908288095505315,3.7139851770007226e-05,0.0611500069499015,0.0064926235936582,-5.722125698669835e-35,-2.918617015734907e-35
Tx34-L_68-Nb_4-S_60-O_15-ts_85,Tx34,68.0,34.0,1.5,8.5,6.0,4.0,0.47296103662015226,0.3151913206456533,0.13896170343126138,0.018356854184673897,0.8624163602934277,0.12088779584089593,0.10604401711848134,-0.08934732594202412,5.71288518642632e-05,0.1463830024003982,0.0849378481507301,0.0371115989983081,0.0025499251205474
Tx34-L_68-Nb_4-S_60-O_15-ts_100,Tx34,68.0,34.0,1.5,10.0,6.0,4.0,0.4539576124563843,0.3141830305649159,0.14938076701256794,0.028073484356955627,0.8615723805140166,0.12760192153022878,0.11903689395670625,-0.10821042049623697,5.273432060448613e-05,0.1277791857719421,0.0771295353770256,0.0362423844635486,0.0049409666098654
Tx34-L_68-Nb_4-S_60-O_20-ts_85,Tx34,68.0,34.0,2.0,8.5,6.0,4.0,0.49651535467088315,0.3096742719144005,0.13058744232976865,0.011118102112159502,0.9202711397051462,0.07247590188413319,0.105253338981993,-0.09799961942777086,5.249017996789007e-05,0.1476965844631195,0.0831249430775642,0.0349387973546981,0.001095465850085
Tx34-L_68-Nb_4-S_60-O_20-ts_100,Tx34,68.0,34.0,2.0,10.0,6.0,4.0,0.4756127450976587,0.3095691681081722,0.14178304318039409,0.020998508686546062,0.918918887866912,0.08015896426923734,0.11942640596268018,-0.11850352567775448,4.9560492456635075e-05,0.1286341249942779,0.0757359117269516,0.0344390831887722,0.0035668709315359
Tx34-L_68-Nb_4-S_60-O_25-ts_85,Tx34,68.0,34.0,2.5,8.5,6.0,4.0,0.5199688220872427,0.30447840974600787,0.12228895436841428,0.003108388300170524,0.976974034925689,0.026712808048002527,0.10256389303760177,-0.10624979894292971,6.372064872550709e-05,0.1493115872144699,0.0814244970679283,0.0327847525477409,-5.2393904616110595e-34
Tx34-L_68-Nb_4-S_60-O_25-ts_100,Tx34,68.0,34.0,2.5,10.0,6.0,4.0,0.4972242647054846,0.3053977436560417,0.1342016832467208,0.012902338118141352,0.9746757812492202,0.03633815989771909,0.11720035328575183,-0.12821346507342685,5.541986745072336e-05,0.1298374384641647,0.0744752064347267,0.0326382108032703,0.0020417978521436
Tx34-L_68-Nb_4-S_60-O_30-ts_85,Tx34,68.0,34.0,3.0,8.5,6.0,4.0,0.5427196871391275,0.29955415585327827,0.11423147347165025,0.0008689040873695471,1.0336170726094671,-0.018934832404626397,0.0997790670955084,-0.11446044203805181,5.9081976829133964e-05,0.1510272622108459,0.0798089131712913,0.0306979082524776,-5.644152196685041e-34
Tx34-L_68-Nb_4-S_60-O_30-ts_100,Tx34,68.0,34.0,3.0,10.0,6.0,4.0,0.5180924884655601,0.3015346741635419,0.1268519679929781,0.004558617403759329,1.030277113969764,-0.007156278722420745,0.11472025792729793,-0.1378402889475,5.371088309402694e-05,0.1311593651771545,0.0733019560575485,0.0308959279209375,0.0005429465672932
Tx34-L_68-Nb_4-S_90-O_15-ts_85,Tx34,68.0,34.0,1.5,8.5,9.0,4.0,0.5875007569199453,0.312108419838274,0.07142033412624045,0.0003155614727506126,0.8970352711389883,0.12490795898427508,0.024287211698624873,-0.04622971478626817,4.9438422166758755e-05,0.1663857102394104,0.0733053237199783,0.0167357213795185,-2.279067044062223e-34
Tx34-L_68-Nb_4-S_90-O_15-ts_100,Tx34,68.0,34.0,1.5,10.0,9.0,4.0,0.5630264561702532,0.3177256704149708,0.08613574106106144,0.0005644347510943798,0.8943397288595786,0.1289596162682792,0.039197172277082616,-0.06249563419112648,6.005853936130734e-05,0.1449171900749206,0.0681615322828292,0.0184968244284391,-3.0823812867262023e-34
Tx34-L_68-Nb_4-S_90-O_24-ts_85,Tx34,68.0,34.0,2.4166666666666665,8.5,9.0,4.0,0.6310498125715828,0.2930437031427875,0.057246828142976124,0.00024882111334863314,0.9770682444845125,0.053275124942512526,0.01941980159982362,-0.04976231115000615,5.462641041731331e-05,0.1694296300411224,0.0683030486106872,0.0135933179408311,-2.452700646236877e-34
Tx34-L_68-Nb_4-S_90-O_24-ts_100,Tx34,68.0,34.0,2.4166666666666665,10.0,9.0,4.0,0.6027449178195871,0.3028188076698846,0.07272071438863849,0.000485330161475967,0.9744963235286321,0.05791872630395182,0.03529312672331735,-0.06770731847421053,5.8349554961978356e-05,0.1472020298242569,0.0645086020231247,0.0158039648085832,-3.33852839343259e-34
Tx34-L_68-Nb_4-S_90-O_33-ts_85,Tx34,68.0,34.0,3.3333333333333335,8.5,9.0,4.0,0.6735798731251821,0.27452894319470544,0.04315412791951565,0.0001826750547414196,1.0565081571682724,-0.017068208582247377,0.013672366871542371,-0.05311151841103288,5.438226980913896e-05,0.1730004996061325,0.0634877160191536,0.0104643497616052,-2.6177756393470878e-34
Tx34-L_68-Nb_4-S_90-O_33-ts_100,Tx34,68.0,34.0,3.3333333333333335,10.0,9.0,4.0,0.6414634515565802,0.2885521193769318,0.059342010885188985,0.0004066062144063933,1.0536493566168041,-0.010889440199899377,0.029854203168059756,-0.07261335305600808,5.603021905642436e-05,0.1500612199306488,0.0610505752265453,0.0131087647750973,-3.5801611295599484e-34
Tx34-L_68-Nb_4-S_90-O_42-ts_85,Tx34,68.0,34.0,4.25,8.5,9.0,4.0,0.7145105968852415,0.25684189374258576,0.029284399329561353,0.0001236585641263789,1.135825597425562,-0.08737795840985657,0.007958501479198597,-0.05640538114655414,5.187982841903249e-05,0.1769156455993652,0.0588937066495418,0.0073869829066097,-2.780329748087761e-34
Tx34-L_68-Nb_4-S_90-O_42-ts_100,Tx34,68.0,34.0,4.25,10.0,9.0,4.0,0.6784445645899994,0.27513981401362075,0.04622130911184307,0.00033750540657412445,1.1326986443005644,-0.0796512522977304,0.024394868738491515,-0.07744146369479099,5.407709402049932e-05,0.1532380431890487,0.0577967800199985,0.0104658808559179,-3.818161542225518e-34
Tx34-L_68-Nb_4-S_120-O_15-ts_85,Tx34,68.0,34.0,1.5,8.5,12.0,4.0,0.669068122836835,0.27900706459031893,0.025464244521317576,7.007325204317851e-05,0.9258656364882298,0.10825547162215604,-0.012308387307549898,-0.021811961454486228,5.108637138562244e-05,0.1779065430164337,0.0598094165325164,0.0051307990215718,-1.0753718490797396e-34
Tx34-L_68-Nb_4-S_120-O_15-ts_100,Tx34,68.0,34.0,1.5,10.0,12.0,4.0,0.6431990340248603,0.2912851247114163,0.039419653798988076,0.0001947043307785712,0.9221596392455859,0.11423856847417331,-0.0031237487792943764,-0.03327366368908184,5.2612250300398955e-05,0.1554624587297439,0.0572875626385211,0.0076671596616506,-1.6410360314959924e-34
Tx34-L_68-Nb_4-S_120-O_24-ts_85,Tx34,68.0,34.0,2.4166666666666665,8.5,12.0,4.0,0.7114736880040444,0.25216951412897937,0.014546818681505086,3.1808292164496614e-05,0.9907263327197956,0.045813401166093864,-0.014726360545427097,-0.02181259334786858,5.3100531530958506e-05,0.1811434626579284,0.0536386258900165,0.0028882604092359,-1.0749583597582882e-34
Tx34-L_68-Nb_4-S_120-O_24-ts_100,Tx34,68.0,34.0,2.4166666666666665,10.0,12.0,4.0,0.6820345299879204,0.26961404267567823,0.02800562509008717,0.0001410057129468307,0.9877876838227392,0.052043395996052115,-0.005869292315310103,-0.0339609662223993,5.596918387595906e-05,0.1580338329076767,0.0526655130088329,0.005547103472054,-1.6743857475426563e-34
Tx34-L_68-Nb_4-S_120-O_33-ts_85,Tx34,68.0,34.0,3.3333333333333335,8.5,12.0,4.0,0.7532666522485324,0.22566850490178028,0.0035064270653086143,-4.8613058791952176e-06,1.0553322610285674,-0.016043054917266576,-0.017557620777789263,-0.021730919333047872,4.510492607323613e-05,0.1848580986261367,0.047587115317583,0.0006162696518003,-1.070805214238913e-34
Tx34-L_68-Nb_4-S_120-O_33-ts_100,Tx34,68.0,34.0,3.3333333333333335,10.0,12.0,4.0,0.7203277825830455,0.24826840037465722,0.01642671613680924,8.896067618216644e-05,1.0529229090065106,-0.009019735897281387,-0.009382072897510876,-0.03452039651306981,4.7851508099938656e-05,0.161116823554039,0.0481551773846149,0.0033869030885398,-1.701786245353835e-34
Tx34-L_68-Nb_4-S_120-O_42-ts_85,Tx34,68.0,34.0,4.25,8.5,12.0,4.0,0.7938764417525368,0.19992657871956326,0.00027794130670685845,-3.808255839097299e-05,1.119809742646163,-0.07779749971271349,-0.020382029813862373,-0.021629514806393545,5.114740653766603e-05,0.1888934671878814,0.0417199805378913,-1.0123908362258488e-34,-1.065859757976435e-34
Tx34-L_68-Nb_4-S_120-O_42-ts_100,Tx34,68.0,34.0,4.25,10.0,12.0,4.0,0.7573401095726353,0.22769445645887207,0.004916006614038743,4.187842416374966e-05,1.1179417509182235,-0.0699784725413043,-0.012905338960525063,-0.035057136086828575,5.462641045994587e-05,0.1644898802042007,0.0438120476901531,0.0012382569257169,-1.7282460033012462e-34
Tx34-L_85-Nb_4-S_60-O_15-ts_85,Tx34,85.0,34.0,1.5,8.5,6.0,4.0,0.41555358708155915,0.3093301499420824,0.1716090772778327,0.059000374855777485,0.8300553308816889,0.1252201631432822,0.15692141544105095,-0.11219607077196907,7.031243200117387e-05,0.3130983710289001,0.2043576687574386,0.1114028915762901,0.0355455987155437
Tx34-L_85-Nb_4-S_60-O_15-ts_100,Tx34,85.0,34.0,1.5,10.0,6.0,4.0,0.3993526643595421,0.30620205305627174,0.17960332179916427,0.07012025374850216,0.833711580881686,0.13023288143371933,0.16787211626824805,-0.13181583180136514,6.396477574810433e-05,0.2733460366725921,0.184073120355606,0.1059083417057991,0.0396707169711589
Tx34-L_85-Nb_4-S_60-O_20-ts_85,Tx34,85.0,34.0,2.0,8.5,6.0,4.0,0.4346647750861575,0.30584945790056267,0.16474018454427422,0.05226622837366061,0.8827159926463527,0.08267366727934562,0.15905194163590217,-0.12444090073519457,6.005852574730852e-05,0.3148744702339172,0.2014522552490234,0.1069259867072105,0.0310466922819614
Tx34-L_85-Nb_4-S_60-O_20-ts_100,Tx34,85.0,34.0,2.0,10.0,6.0,4.0,0.4168713725486861,0.30297845444035737,0.17335756632050722,0.06411677047284375,0.8864263786757615,0.08754650160838584,0.1718795036763331,-0.14585161994473625,6.958001011980741e-05,0.2742701470851898,0.181665688753128,0.102172777056694,0.0357271134853363
Tx34-L_85-Nb_4-S_60-O_25-ts_85,Tx34,85.0,34.0,2.5,8.5,6.0,4.0,0.45371750865015603,0.3027805074968743,0.15794047289491403,0.04451079008070257,0.9339450367639588,0.04350213694849461,0.15861256893369666,-0.1360590303307735,6.103508826527104e-05,0.3173263669013977,0.1988506913185119,0.1025025993585586,0.0263103637844324
Tx34-L_85-Nb_4-S_60-O_25-ts_100,Tx34,85.0,34.0,2.5,10.0,6.0,4.0,0.4343838985002292,0.3002723644749616,0.16711990772766333,0.05688909457896257,0.9372376838227797,0.049310569852901734,0.1724663602939797,-0.15901378676457867,6.933586951163306e-05,0.2759607434272766,0.1795970052480697,0.098451480269432,0.0314335897564888
Tx34-L_85-Nb_4-S_60-O_30-ts_85,Tx34,85.0,34.0,3.0,8.5,6.0,4.0,0.4721239215682497,0.2999550403688489,0.151393725490075,0.03644286332177016,0.9851101102933295,0.004482525275731708,0.15805764016531473,-0.14764948299620542,6.640618201458892e-05,0.3199664354324341,0.1964313685894012,0.0982555598020553,0.0217415988445281
Tx34-L_85-Nb_4-S_60-O_30-ts_100,Tx34,85.0,34.0,3.0,10.0,6.0,4.0,0.45121808535142677,0.2978419838521262,0.16112280276803717,0.049282249134908675,0.9878692095580333,0.011474764476093762,0.17274712775721474,-0.17209038373147997,6.201165075481185e-05,0.2778785526752472,0.1777162700891494,0.0948832705616951,0.0272549241781234
Tx34-L_85-Nb_4-S_90-O_15-ts_85,Tx34,85.0,34.0,1.5,8.5,9.0,4.0,0.5226479815451412,0.32647118800435243,0.11227991926173254,0.0006017771860577654,0.8579775735287254,0.14522136948517794,0.06886086282163609,-0.07205903033082471,6.56737601190116e-05,0.3593597710132599,0.1881890147924423,0.0643591880798339,-4.441345050950405e-34
Tx34-L_85-Nb_4-S_90-O_15-ts_100,Tx34,85.0,34.0,1.5,10.0,9.0,4.0,0.4993600922718035,0.3267716724334179,0.12610848904257502,0.0009038667820061973,0.8588592830875481,0.14579622012855983,0.08643350183816614,-0.09108825827198595,6.445305699287474e-05,0.3117802441120147,0.1718135774135589,0.0657965838909149,-5.616398132213655e-34
Tx34-L_85-Nb_4-S_90-O_24-ts_85,Tx34,85.0,34.0,2.4166666666666665,8.5,9.0,4.0,0.5581744867354244,0.31603344867333427,0.100150034601996,0.0005476528258357787,0.930187132352197,0.08491366038596149,0.06500310202200682,-0.08010319393375945,5.908196325776771e-05,0.364119678735733,0.1810350865125656,0.0578000247478485,-4.936356283163729e-34
Tx34-L_85-Nb_4-S_90-O_24-ts_100,Tx34,85.0,34.0,2.4166666666666665,10.0,9.0,4.0,0.5315415916950765,0.3187151095729861,0.11514925028825852,0.000847450980391479,0.9315286764698429,0.08462537339147641,0.08516211511941717,-0.10131545266536011,6.079094764288584e-05,0.3151284158229828,0.1666173636913299,0.0603974424302578,-6.245345466266157e-34
Tx34-L_85-Nb_4-S_90-O_33-ts_85,Tx34,85.0,34.0,3.3333333333333335,8.5,9.0,4.0,0.5926858592844163,0.3061713956168254,0.08819943483268607,0.0004922664359857654,1.0015556985286105,0.02656243393839787,0.059730646828996335,-0.08784809283081207,5.810540073980519e-05,0.3699352145195007,0.1743200272321701,0.0513321198523044,-5.413739691889526e-34
Tx34-L_85-Nb_4-S_90-O_33-ts_100,Tx34,85.0,34.0,3.3333333333333335,10.0,9.0,4.0,0.5627917416373814,0.31135028835038525,0.10429254901952442,0.000789947285899022,1.0028414522050801,0.02663545209097134,0.08154968979772888,-0.11102575827197002,7.104485386832948e-05,0.3196468353271484,0.1618901044130325,0.0550355240702629,-6.843411278025614e-34
Tx34-L_85-Nb_4-S_90-O_42-ts_85,Tx34,85.0,34.0,4.25,8.5,9.0,4.0,0.6255958938864662,0.2969418223757717,0.07657935409451774,0.0004464129181080627,1.0728734374991415,-0.03185461856615099,0.05449908088230935,-0.09551713005507065,6.469719764368165e-05,0.3763167262077331,0.1680208444595337,0.0450550429522991,-5.8866773442463154e-34
