model,girderName,radius,L,D,w_oh,ts,S,Nb,I,Kg,n_bm1,n_bm2,n_bm3,n_bm4,n_r1,n_r2,n_r3,n_r4,sum_RY,d-G1,d-G2,d-G3,d-G4
PG-10-L_70-Nb_4-S_90-O_45-ts_85-sk_0-R_300,PG-10,300,70,30.75,4.5,8.5,9,4,8311.41,415113,0.81,0.389,0.074,0,1.198,0.06,0.054,-0.253,3.976,0.673,0.326,0.095,0
PG-10-L_70-Nb_4-S_120-O_10-ts_85-sk_0-R_300,PG-10,300,70,30.75,1,8.5,12,4,8311.41,415113,0.756,0.38,0.083,0,0.949,0.219,0.032,-0.139,4.21,0.66,0.307,0.081,0
PG-10-L_70-Nb_4-S_120-O_26-ts_85-sk_0-R_300,PG-10,300,70,30.75,2.666666667,8.5,12,4,8311.41,415113,0.818,0.368,0.062,0,1.062,0.138,0.022,-0.155,4.599,0.691,0.299,0.071,0
PG-10-L_70-Nb_4-S_120-O_43-ts_85-sk_0-R_300,PG-10,300,70,30.75,4.333333333,8.5,12,4,8311.41,415113,0.878,0.358,0.042,0,1.177,0.055,0.012,-0.171,4.988,0.727,0.292,0.061,0
PG-10-L_70-Nb_4-S_120-O_60-ts_85-sk_0-R_300,PG-10,300,70,30.75,6,8.5,12,4,8311.41,415113,0.938,0.349,0.022,0,1.292,-0.027,0,-0.187,5.376,0.765,0.288,0.051,0
PG-11-L_70-Nb_4-S_60-O_10-ts_85-sk_0-R_300,PG-11,300,70,33.375,1,8.5,6,4,7090.12,384307.33,0.603,0.384,0.147,0,0.899,0.28,0.102,-0.249,2.11,0.604,0.374,0.165,0
PG-11-L_70-Nb_4-S_60-O_16-ts_85-sk_0-R_300,PG-11,300,70,33.375,1.666666667,8.5,6,4,7090.12,384307.33,0.63,0.387,0.139,0,0.966,0.241,0.103,-0.276,2.265,0.613,0.374,0.162,0
PG-11-L_70-Nb_4-S_60-O_23-ts_85-sk_0-R_300,PG-11,300,70,33.375,2.333333333,8.5,6,4,7090.12,384307.33,0.657,0.39,0.131,0,1.033,0.203,0.104,-0.302,2.421,0.623,0.375,0.158,0
PG-11-L_70-Nb_4-S_60-O_30-ts_85-sk_0-R_300,PG-11,300,70,33.375,3,8.5,6,4,7090.12,384307.33,0.682,0.393,0.124,0,1.1,0.164,0.104,-0.329,2.576,0.634,0.376,0.155,0
PG-11-L_70-Nb_4-S_90-O_10-ts_85-sk_0-R_300,PG-11,300,70,33.375,1,8.5,9,4,7090.12,384307.33,0.685,0.394,0.117,0,0.914,0.256,0.068,-0.19,3.16,0.645,0.351,0.122,0
PG-11-L_70-Nb_4-S_90-O_21-ts_85-sk_0-R_300,PG-11,300,70,33.375,2.166666667,8.5,9,4,7090.12,384307.33,0.728,0.393,0.103,0,1.005,0.195,0.065,-0.214,3.432,0.665,0.349,0.115,0
PG-11-L_70-Nb_4-S_90-O_33-ts_85-sk_0-R_300,PG-11,300,70,33.375,3.333333333,8.5,9,4,7090.12,384307.33,0.77,0.393,0.09,0,1.098,0.134,0.062,-0.238,3.704,0.688,0.348,0.109,0
PG-11-L_70-Nb_4-S_90-O_45-ts_85-sk_0-R_300,PG-11,300,70,33.375,4.5,8.5,9,4,7090.12,384307.33,0.81,0.393,0.076,0,1.191,0.072,0.058,-0.261,3.976,0.713,0.349,0.102,0
PG-11-L_70-Nb_4-S_120-O_10-ts_85-sk_0-R_300,PG-11,300,70,33.375,1,8.5,12,4,7090.12,384307.33,0.756,0.382,0.087,0,0.944,0.228,0.035,-0.145,4.21,0.695,0.327,0.089,0
PG-11-L_70-Nb_4-S_120-O_26-ts_85-sk_0-R_300,PG-11,300,70,33.375,2.666666667,8.5,12,4,7090.12,384307.33,0.816,0.372,0.067,0,1.056,0.147,0.027,-0.163,4.599,0.729,0.32,0.079,0
PG-11-L_70-Nb_4-S_120-O_43-ts_85-sk_0-R_300,PG-11,300,70,33.375,4.333333333,8.5,12,4,7090.12,384307.33,0.874,0.364,0.047,0,1.17,0.066,0.018,-0.18,4.988,0.767,0.314,0.068,0
PG-11-L_70-Nb_4-S_120-O_60-ts_85-sk_0-R_300,PG-11,300,70,33.375,6,8.5,12,4,7090.12,384307.33,0.931,0.356,0.028,0,1.285,-0.016,0.008,-0.197,5.376,0.808,0.31,0.058,0
PG-12-L_70-Nb_4-S_60-O_10-ts_85-sk_0-R_300,PG-12,300,70,35.75,1,8.5,6,4,7955.9,408874.93,0.612,0.387,0.144,0,0.897,0.286,0.098,-0.248,2.11,0.577,0.355,0.155,0
PG-12-L_70-Nb_4-S_60-O_16-ts_85-sk_0-R_300,PG-12,300,70,35.75,1.666666667,8.5,6,4,7955.9,408874.93,0.64,0.389,0.136,0,0.964,0.248,0.098,-0.275,2.265,0.585,0.355,0.151,0
PG-12-L_70-Nb_4-S_60-O_23-ts_85-sk_0-R_300,PG-12,300,70,35.75,2.333333333,8.5,6,4,7955.9,408874.93,0.666,0.392,0.128,0,1.03,0.211,0.098,-0.302,2.421,0.595,0.356,0.148,0
PG-12-L_70-Nb_4-S_60-O_30-ts_85-sk_0-R_300,PG-12,300,70,35.75,3,8.5,6,4,7955.9,408874.93,0.692,0.396,0.12,0,1.097,0.174,0.097,-0.328,2.576,0.606,0.358,0.145,0
PG-12-L_70-Nb_4-S_90-O_10-ts_85-sk_0-R_300,PG-12,300,70,35.75,1,8.5,9,4,7955.9,408874.93,0.693,0.395,0.115,0,0.912,0.259,0.066,-0.19,3.16,0.614,0.333,0.114,0
PG-12-L_70-Nb_4-S_90-O_21-ts_85-sk_0-R_300,PG-12,300,70,35.75,2.166666667,8.5,9,4,7955.9,408874.93,0.736,0.394,0.101,0,1.004,0.2,0.063,-0.215,3.432,0.634,0.331,0.108,0
PG-12-L_70-Nb_4-S_90-O_33-ts_85-sk_0-R_300,PG-12,300,70,35.75,3.333333333,8.5,9,4,7955.9,408874.93,0.778,0.394,0.087,0,1.096,0.14,0.059,-0.238,3.704,0.656,0.33,0.101,0
PG-12-L_70-Nb_4-S_90-O_45-ts_85-sk_0-R_300,PG-12,300,70,35.75,4.5,8.5,9,4,7955.9,408874.93,0.819,0.395,0.073,0,1.188,0.079,0.054,-0.262,3.976,0.68,0.331,0.095,0
PG-12-L_70-Nb_4-S_120-O_10-ts_85-sk_0-R_300,PG-12,300,70,35.75,1,8.5,12,4,7955.9,408874.93,0.763,0.382,0.084,0,0.943,0.231,0.034,-0.146,4.21,0.661,0.31,0.083,0
PG-12-L_70-Nb_4-S_120-O_26-ts_85-sk_0-R_300,PG-12,300,70,35.75,2.666666667,8.5,12,4,7955.9,408874.93,0.823,0.372,0.065,0,1.055,0.151,0.026,-0.164,4.599,0.694,0.302,0.073,0
PG-12-L_70-Nb_4-S_120-O_43-ts_85-sk_0-R_300,PG-12,300,70,35.75,4.333333333,8.5,12,4,7955.9,408874.93,0.882,0.363,0.045,0,1.168,0.07,0.017,-0.181,4.988,0.731,0.297,0.063,0
PG-12-L_70-Nb_4-S_120-O_60-ts_85-sk_0-R_300,PG-12,300,70,35.75,6,8.5,12,4,7955.9,408874.93,0.94,0.355,0.026,0,1.282,-0.011,0.007,-0.199,5.376,0.77,0.293,0.054,0
PG-13-L_70-Nb_4-S_60-O_10-ts_85-sk_0-R_300,PG-13,300,70,38.25,1,8.5,6,4,9284.98,469185.46,0.629,0.391,0.137,0,0.895,0.293,0.09,-0.246,2.11,0.526,0.32,0.135,0
PG-13-L_70-Nb_4-S_60-O_16-ts_85-sk_0-R_300,PG-13,300,70,38.25,1.666666667,8.5,6,4,9284.98,469185.46,0.658,0.394,0.129,0,0.961,0.257,0.09,-0.273,2.265,0.534,0.32,0.132,0
PG-13-L_70-Nb_4-S_60-O_23-ts_85-sk_0-R_300,PG-13,300,70,38.25,2.333333333,8.5,6,4,9284.98,469185.46,0.685,0.397,0.121,0,1.028,0.22,0.088,-0.299,2.421,0.544,0.321,0.129,0
PG-13-L_70-Nb_4-S_60-O_30-ts_85-sk_0-R_300,PG-13,300,70,38.25,3,8.5,6,4,9284.98,469185.46,0.712,0.4,0.113,0,1.094,0.184,0.087,-0.325,2.576,0.554,0.323,0.126,0
PG-13-L_70-Nb_4-S_90-O_10-ts_85-sk_0-R_300,PG-13,300,70,38.25,1,8.5,9,4,9284.98,469185.46,0.708,0.396,0.109,0,0.912,0.263,0.061,-0.188,3.16,0.557,0.298,0.098,0
PG-13-L_70-Nb_4-S_90-O_21-ts_85-sk_0-R_300,PG-13,300,70,38.25,2.166666667,8.5,9,4,9284.98,469185.46,0.753,0.394,0.094,0,1.003,0.204,0.057,-0.212,3.432,0.575,0.296,0.093,0
PG-13-L_70-Nb_4-S_90-O_33-ts_85-sk_0-R_300,PG-13,300,70,38.25,3.333333333,8.5,9,4,9284.98,469185.46,0.797,0.394,0.08,0,1.095,0.145,0.052,-0.235,3.704,0.596,0.295,0.087,0
PG-13-L_70-Nb_4-S_90-O_45-ts_85-sk_0-R_300,PG-13,300,70,38.25,4.5,8.5,9,4,9284.98,469185.46,0.84,0.394,0.065,0,1.187,0.085,0.046,-0.259,3.976,0.619,0.296,0.081,0
PG-13-L_70-Nb_4-S_120-O_10-ts_85-sk_0-R_300,PG-13,300,70,38.25,1,8.5,12,4,9284.98,469185.46,0.777,0.38,0.078,0,0.943,0.232,0.03,-0.143,4.21,0.598,0.275,0.07,0
PG-13-L_70-Nb_4-S_120-O_26-ts_85-sk_0-R_300,PG-13,300,70,38.25,2.666666667,8.5,12,4,9284.98,469185.46,0.84,0.368,0.057,0,1.055,0.153,0.021,-0.161,4.599,0.629,0.268,0.061,0
PG-13-L_70-Nb_4-S_120-O_43-ts_85-sk_0-R_300,PG-13,300,70,38.25,4.333333333,8.5,12,4,9284.98,469185.46,0.902,0.358,0.037,0,1.169,0.072,0.011,-0.179,4.988,0.663,0.262,0.052,0
PG-13-L_70-Nb_4-S_120-O_60-ts_85-sk_0-R_300,PG-13,300,70,38.25,6,8.5,12,4,9284.98,469185.46,0.962,0.349,0.017,0,1.283,-0.008,0.001,-0.196,5.376,0.7,0.258,0.044,0
PG-14-L_80-Nb_4-S_60-O_10-ts_85-sk_0-R_300,PG-14,300,80,26.25,1,8.5,6,4,7081.88,387626.28,0.559,0.381,0.17,0,0.915,0.265,0.139,-0.288,2.411,1.066,0.694,0.348,0.025
PG-14-L_80-Nb_4-S_60-O_16-ts_85-sk_0-R_300,PG-14,300,80,26.25,1.666666667,8.5,6,4,7081.88,387626.28,0.583,0.385,0.164,0,0.98,0.225,0.146,-0.318,2.589,1.073,0.692,0.342,0.018
PG-14-L_80-Nb_4-S_60-O_23-ts_85-sk_0-R_300,PG-14,300,80,26.25,2.333333333,8.5,6,4,7081.88,387626.28,0.605,0.39,0.159,0,1.045,0.187,0.152,-0.348,2.767,1.082,0.692,0.337,0.011
PG-14-L_80-Nb_4-S_60-O_30-ts_85-sk_0-R_300,PG-14,300,80,26.25,3,8.5,6,4,7081.88,387626.28,0.627,0.394,0.153,0,1.111,0.148,0.157,-0.378,2.944,1.095,0.693,0.332,0.004
PG-14-L_80-Nb_4-S_90-O_10-ts_85-sk_0-R_300,PG-14,300,80,26.25,1,8.5,9,4,7081.88,387626.28,0.641,0.403,0.143,0,0.913,0.26,0.098,-0.225,3.611,1.131,0.659,0.264,0
PG-14-L_80-Nb_4-S_90-O_21-ts_85-sk_0-R_300,PG-14,300,80,26.25,2.166666667,8.5,9,4,7081.88,387626.28,0.678,0.406,0.132,0,1.001,0.201,0.101,-0.254,3.922,1.153,0.656,0.255,0
PG-14-L_80-Nb_4-S_90-O_33-ts_85-sk_0-R_300,PG-14,300,80,26.25,3.333333333,8.5,9,4,7081.88,387626.28,0.713,0.411,0.122,0,1.09,0.143,0.102,-0.281,4.233,1.18,0.656,0.247,0
PG-14-L_80-Nb_4-S_90-O_45-ts_85-sk_0-R_300,PG-14,300,80,26.25,4.5,8.5,9,4,7081.88,387626.28,0.748,0.415,0.111,0,1.179,0.085,0.103,-0.309,4.545,1.211,0.659,0.239,0
PG-14-L_80-Nb_4-S_120-O_10-ts_85-sk_0-R_300,PG-14,300,80,26.25,1,8.5,12,4,7081.88,387626.28,0.708,0.404,0.116,0,0.934,0.244,0.062,-0.179,4.811,1.204,0.624,0.204,0
PG-14-L_80-Nb_4-S_120-O_26-ts_85-sk_0-R_300,PG-14,300,80,26.25,2.666666667,8.5,12,4,7081.88,387626.28,0.759,0.402,0.099,0,1.041,0.169,0.058,-0.202,5.256,1.245,0.616,0.19,0
PG-14-L_80-Nb_4-S_120-O_43-ts_85-sk_0-R_300,PG-14,300,80,26.25,4.333333333,8.5,12,4,7081.88,387626.28,0.809,0.401,0.083,0,1.148,0.094,0.053,-0.224,5.7,1.294,0.613,0.177,0
PG-14-L_80-Nb_4-S_120-O_60-ts_85-sk_0-R_300,PG-14,300,80,26.25,6,8.5,12,4,7081.88,387626.28,0.857,0.402,0.067,0,1.257,0.019,0.047,-0.246,6.145,1.349,0.612,0.164,0
PG-15-L_80-Nb_4-S_60-O_10-ts_85-sk_0-R_300,PG-15,300,80,28.375,1,8.5,6,4,7174.97,411839.3,0.57,0.385,0.167,0,0.916,0.269,0.135,-0.289,2.411,0.963,0.624,0.308,0.013
PG-15-L_80-Nb_4-S_60-O_16-ts_85-sk_0-R_300,PG-15,300,80,28.375,1.666666667,8.5,6,4,7174.97,411839.3,0.593,0.389,0.161,0,0.981,0.231,0.141,-0.319,2.589,0.971,0.623,0.303,0.007
PG-15-L_80-Nb_4-S_60-O_23-ts_85-sk_0-R_300,PG-15,300,80,28.375,2.333333333,8.5,6,4,7174.97,411839.3,0.616,0.394,0.155,0,1.046,0.194,0.145,-0.348,2.767,0.981,0.624,0.299,0
PG-15-L_80-Nb_4-S_60-O_30-ts_85-sk_0-R_300,PG-15,300,80,28.375,3,8.5,6,4,7174.97,411839.3,0.638,0.399,0.15,0,1.111,0.157,0.149,-0.378,2.944,0.994,0.626,0.295,0
PG-15-L_80-Nb_4-S_90-O_10-ts_85-sk_0-R_300,PG-15,300,80,28.375,1,8.5,9,4,7174.97,411839.3,0.651,0.406,0.14,0,0.914,0.262,0.096,-0.226,3.611,1.023,0.593,0.234,0
PG-15-L_80-Nb_4-S_90-O_21-ts_85-sk_0-R_300,PG-15,300,80,28.375,2.166666667,8.5,9,4,7174.97,411839.3,0.688,0.41,0.129,0,1.001,0.206,0.098,-0.254,3.922,1.045,0.591,0.225,0
PG-15-L_80-Nb_4-S_90-O_33-ts_85-sk_0-R_300,PG-15,300,80,28.375,3.333333333,8.5,9,4,7174.97,411839.3,0.724,0.415,0.118,0,1.089,0.15,0.098,-0.282,4.233,1.072,0.592,0.218,0
PG-15-L_80-Nb_4-S_90-O_45-ts_85-sk_0-R_300,PG-15,300,80,28.375,4.5,8.5,9,4,7174.97,411839.3,0.759,0.42,0.107,0,1.177,0.093,0.098,-0.31,4.545,1.102,0.595,0.21,0
PG-15-L_80-Nb_4-S_120-O_10-ts_85-sk_0-R_300,PG-15,300,80,28.375,1,8.5,12,4,7174.97,411839.3,0.719,0.405,0.113,0,0.934,0.246,0.061,-0.18,4.811,1.089,0.561,0.18,0
PG-15-L_80-Nb_4-S_120-O_26-ts_85-sk_0-R_300,PG-15,300,80,28.375,2.666666667,8.5,12,4,7174.97,411839.3,0.77,0.404,0.096,0,1.04,0.174,0.056,-0.203,5.256,1.13,0.555,0.167,0
PG-15-L_80-Nb_4-S_120-O_43-ts_85-sk_0-R_300,PG-15,300,80,28.375,4.333333333,8.5,12,4,7174.97,411839.3,0.82,0.404,0.079,0,1.146,0.101,0.05,-0.225,5.7,1.177,0.552,0.155,0
PG-15-L_80-Nb_4-S_120-O_60-ts_85-sk_0-R_300,PG-15,300,80,28.375,6,8.5,12,4,7174.97,411839.3,0.869,0.405,0.062,0,1.254,0.027,0.044,-0.247,6.145,1.229,0.551,0.143,0
PG-16-L_80-Nb_4-S_60-O_10-ts_85-sk_0-R_300,PG-16,300,80,30.875,1,8.5,6,4,8683.9,448402.68,0.578,0.388,0.164,0,0.915,0.274,0.13,-0.288,2.411,0.89,0.574,0.28,0.005
PG-16-L_80-Nb_4-S_60-O_16-ts_85-sk_0-R_300,PG-16,300,80,30.875,1.666666667,8.5,6,4,8683.9,448402.68,0.602,0.392,0.158,0,0.979,0.238,0.135,-0.318,2.589,0.898,0.574,0.275,0
PG-16-L_80-Nb_4-S_60-O_23-ts_85-sk_0-R_300,PG-16,300,80,30.875,2.333333333,8.5,6,4,8683.9,448402.68,0.625,0.398,0.152,0,1.044,0.202,0.138,-0.347,2.767,0.909,0.575,0.271,0
PG-16-L_80-Nb_4-S_60-O_30-ts_85-sk_0-R_300,PG-16,300,80,30.875,3,8.5,6,4,8683.9,448402.68,0.647,0.403,0.147,0,1.108,0.166,0.141,-0.377,2.944,0.921,0.577,0.268,0
PG-16-L_80-Nb_4-S_90-O_10-ts_85-sk_0-R_300,PG-16,300,80,30.875,1,8.5,9,4,8683.9,448402.68,0.659,0.408,0.137,0,0.913,0.265,0.094,-0.226,3.611,0.945,0.545,0.212,0
PG-16-L_80-Nb_4-S_90-O_21-ts_85-sk_0-R_300,PG-16,300,80,30.875,2.166666667,8.5,9,4,8683.9,448402.68,0.697,0.413,0.126,0,1,0.21,0.094,-0.254,3.922,0.967,0.544,0.204,0
PG-16-L_80-Nb_4-S_90-O_33-ts_85-sk_0-R_300,PG-16,300,80,30.875,3.333333333,8.5,9,4,8683.9,448402.68,0.733,0.418,0.115,0,1.087,0.156,0.094,-0.282,4.233,0.993,0.545,0.197,0
PG-16-L_80-Nb_4-S_90-O_45-ts_85-sk_0-R_300,PG-16,300,80,30.875,4.5,8.5,9,4,8683.9,448402.68,0.769,0.424,0.104,0,1.175,0.101,0.093,-0.31,4.545,1.022,0.548,0.19,0
PG-16-L_80-Nb_4-S_120-O_10-ts_85-sk_0-R_300,PG-16,300,80,30.875,1,8.5,12,4,8683.9,448402.68,0.727,0.407,0.11,0,0.933,0.249,0.059,-0.18,4.811,1.006,0.515,0.162,0
PG-16-L_80-Nb_4-S_120-O_26-ts_85-sk_0-R_300,PG-16,300,80,30.875,2.666666667,8.5,12,4,8683.9,448402.68,0.779,0.406,0.093,0,1.038,0.178,0.054,-0.203,5.256,1.045,0.51,0.151,0
PG-16-L_80-Nb_4-S_120-O_43-ts_85-sk_0-R_300,PG-16,300,80,30.875,4.333333333,8.5,12,4,8683.9,448402.68,0.829,0.406,0.076,0,1.144,0.106,0.048,-0.226,5.7,1.09,0.507,0.139,0
PG-16-L_80-Nb_4-S_120-O_60-ts_85-sk_0-R_300,PG-16,300,80,30.875,6,8.5,12,4,8683.9,448402.68,0.879,0.407,0.059,0,1.251,0.035,0.041,-0.248,6.145,1.14,0.507,0.128,0
PG-17-L_80-Nb_4-S_60-O_10-ts_85-sk_0-R_300,PG-17,300,80,33.75,1,8.5,6,4,8010.47,477636.48,0.609,0.399,0.154,0,0.909,0.294,0.114,-0.286,2.411,0.874,0.555,0.258,0
PG-17-L_80-Nb_4-S_60-O_16-ts_85-sk_0-R_300,PG-17,300,80,33.75,1.666666667,8.5,6,4,8010.47,477636.48,0.633,0.404,0.148,0,0.973,0.258,0.119,-0.316,2.589,0.882,0.555,0.254,0
PG-17-L_80-Nb_4-S_60-O_23-ts_85-sk_0-R_300,PG-17,300,80,33.75,2.333333333,8.5,6,4,8010.47,477636.48,0.657,0.41,0.143,0,1.037,0.223,0.122,-0.346,2.767,0.893,0.556,0.251,0
PG-17-L_80-Nb_4-S_60-O_30-ts_85-sk_0-R_300,PG-17,300,80,33.75,3,8.5,6,4,8010.47,477636.48,0.679,0.416,0.137,0,1.102,0.188,0.125,-0.376,2.944,0.905,0.559,0.247,0
PG-17-L_80-Nb_4-S_90-O_10-ts_85-sk_0-R_300,PG-17,300,80,33.75,1,8.5,9,4,8010.47,477636.48,0.68,0.415,0.131,0,0.909,0.278,0.085,-0.226,3.611,0.911,0.519,0.195,0
PG-17-L_80-Nb_4-S_90-O_21-ts_85-sk_0-R_300,PG-17,300,80,33.75,2.166666667,8.5,9,4,8010.47,477636.48,0.719,0.42,0.119,0,0.995,0.224,0.086,-0.255,3.922,0.933,0.519,0.188,0
PG-17-L_80-Nb_4-S_90-O_33-ts_85-sk_0-R_300,PG-17,300,80,33.75,3.333333333,8.5,9,4,8010.47,477636.48,0.756,0.425,0.108,0,1.082,0.169,0.086,-0.283,4.233,0.959,0.52,0.181,0
PG-17-L_80-Nb_4-S_90-O_45-ts_85-sk_0-R_300,PG-17,300,80,33.75,4.5,8.5,9,4,8010.47,477636.48,0.791,0.431,0.097,0,1.17,0.115,0.085,-0.311,4.545,0.988,0.523,0.175,0
PG-17-L_80-Nb_4-S_120-O_10-ts_85-sk_0-R_300,PG-17,300,80,33.75,1,8.5,12,4,8010.47,477636.48,0.743,0.41,0.105,0,0.93,0.258,0.054,-0.181,4.811,0.963,0.488,0.15,0
PG-17-L_80-Nb_4-S_120-O_26-ts_85-sk_0-R_300,PG-17,300,80,33.75,2.666666667,8.5,12,4,8010.47,477636.48,0.796,0.408,0.087,0,1.035,0.186,0.05,-0.204,5.256,1.002,0.482,0.138,0
PG-17-L_80-Nb_4-S_120-O_43-ts_85-sk_0-R_300,PG-17,300,80,33.75,4.333333333,8.5,12,4,8010.47,477636.48,0.848,0.408,0.07,0,1.141,0.114,0.044,-0.227,5.7,1.047,0.48,0.127,0
PG-17-L_80-Nb_4-S_120-O_60-ts_85-sk_0-R_300,PG-17,300,80,33.75,6,8.5,12,4,8010.47,477636.48,0.898,0.409,0.053,0,1.248,0.042,0.038,-0.251,6.145,1.096,0.479,0.117,0
PG-18-L_80-Nb_4-S_60-O_10-ts_85-sk_0-R_300,PG-18,300,80,36.125,1,8.5,6,4,9090.53,513550.76,0.62,0.403,0.151,0,0.907,0.301,0.109,-0.286,2.411,0.827,0.522,0.239,0
PG-18-L_80-Nb_4-S_60-O_16-ts_85-sk_0-R_300,PG-18,300,80,36.125,1.666666667,8.5,6,4,9090.53,513550.76,0.644,0.408,0.145,0,0.971,0.266,0.112,-0.316,2.589,0.835,0.523,0.235,0
PG-18-L_80-Nb_4-S_60-O_23-ts_85-sk_0-R_300,PG-18,300,80,36.125,2.333333333,8.5,6,4,9090.53,513550.76,0.668,0.414,0.139,0,1.034,0.232,0.115,-0.346,2.767,0.846,0.524,0.232,0
PG-18-L_80-Nb_4-S_60-O_30-ts_85-sk_0-R_300,PG-18,300,80,36.125,3,8.5,6,4,9090.53,513550.76,0.691,0.421,0.133,0,1.098,0.198,0.118,-0.375,2.944,0.858,0.527,0.229,0
PG-18-L_80-Nb_4-S_90-O_10-ts_85-sk_0-R_300,PG-18,300,80,36.125,1,8.5,9,4,9090.53,513550.76,0.689,0.418,0.128,0,0.908,0.283,0.082,-0.226,3.611,0.858,0.487,0.18,0
PG-18-L_80-Nb_4-S_90-O_21-ts_85-sk_0-R_300,PG-18,300,80,36.125,2.166666667,8.5,9,4,9090.53,513550.76,0.728,0.423,0.117,0,0.994,0.229,0.082,-0.255,3.922,0.88,0.487,0.173,0
PG-18-L_80-Nb_4-S_90-O_33-ts_85-sk_0-R_300,PG-18,300,80,36.125,3.333333333,8.5,9,4,9090.53,513550.76,0.765,0.429,0.105,0,1.08,0.176,0.082,-0.283,4.233,0.905,0.488,0.167,0
PG-18-L_80-Nb_4-S_90-O_45-ts_85-sk_0-R_300,PG-18,300,80,36.125,4.5,8.5,9,4,9090.53,513550.76,0.801,0.435,0.094,0,1.167,0.123,0.081,-0.312,4.545,0.934,0.491,0.161,0
PG-18-L_80-Nb_4-S_120-O_10-ts_85-sk_0-R_300,PG-18,300,80,36.125,1,8.5,12,4,9090.53,513550.76,0.751,0.411,0.103,0,0.929,0.261,0.053,-0.181,4.811,0.906,0.457,0.138,0
PG-18-L_80-Nb_4-S_120-O_26-ts_85-sk_0-R_300,PG-18,300,80,36.125,2.666666667,8.5,12,4,9090.53,513550.76,0.804,0.41,0.085,0,1.034,0.19,0.048,-0.205,5.256,0.944,0.452,0.127,0
PG-18-L_80-Nb_4-S_120-O_43-ts_85-sk_0-R_300,PG-18,300,80,36.125,4.333333333,8.5,12,4,9090.53,513550.76,0.856,0.41,0.067,0,1.139,0.12,0.042,-0.228,5.7,0.987,0.449,0.117,0
PG-18-L_80-Nb_4-S_120-O_60-ts_85-sk_0-R_300,PG-18,300,80,36.125,6,8.5,12,4,9090.53,513550.76,0.907,0.411,0.05,0,1.245,0.049,0.036,-0.252,6.145,1.035,0.449,0.107,0
PG-19-L_80-Nb_4-S_60-O_10-ts_85-sk_0-R_300,PG-19,300,80,38.375,1,8.5,6,4,9745.98,508076.87,0.621,0.404,0.151,0,0.906,0.306,0.107,-0.287,2.411,0.822,0.519,0.238,0
PG-19-L_80-Nb_4-S_60-O_16-ts_85-sk_0-R_300,PG-19,300,80,38.375,1.666666667,8.5,6,4,9745.98,508076.87,0.645,0.41,0.145,0,0.969,0.272,0.11,-0.317,2.589,0.831,0.52,0.234,0
PG-19-L_80-Nb_4-S_60-O_23-ts_85-sk_0-R_300,PG-19,300,80,38.375,2.333333333,8.5,6,4,9745.98,508076.87,0.668,0.416,0.14,0,1.032,0.239,0.113,-0.347,2.767,0.842,0.522,0.231,0
PG-19-L_80-Nb_4-S_60-O_30-ts_85-sk_0-R_300,PG-19,300,80,38.375,3,8.5,6,4,9745.98,508076.87,0.691,0.423,0.134,0,1.095,0.205,0.115,-0.377,2.944,0.855,0.525,0.228,0
PG-19-L_80-Nb_4-S_90-O_10-ts_85-sk_0-R_300,PG-19,300,80,38.375,1,8.5,9,4,9745.98,508076.87,0.688,0.419,0.13,0,0.906,0.286,0.082,-0.228,3.611,0.853,0.486,0.18,0
PG-19-L_80-Nb_4-S_90-O_21-ts_85-sk_0-R_300,PG-19,300,80,38.375,2.166666667,8.5,9,4,9745.98,508076.87,0.726,0.425,0.119,0,0.991,0.234,0.083,-0.258,3.922,0.875,0.486,0.174,0
PG-19-L_80-Nb_4-S_90-O_33-ts_85-sk_0-R_300,PG-19,300,80,38.375,3.333333333,8.5,9,4,9745.98,508076.87,0.762,0.432,0.107,0,1.076,0.182,0.083,-0.287,4.233,0.902,0.489,0.168,0
PG-19-L_80-Nb_4-S_90-O_45-ts_85-sk_0-R_300,PG-19,300,80,38.375,4.5,8.5,9,4,9745.98,508076.87,0.798,0.439,0.096,0,1.163,0.13,0.083,-0.316,4.545,0.93,0.492,0.162,0
PG-19-L_80-Nb_4-S_120-O_10-ts_85-sk_0-R_300,PG-19,300,80,38.375,1,8.5,12,4,9745.98,508076.87,0.748,0.414,0.105,0,0.926,0.265,0.055,-0.185,4.811,0.9,0.457,0.14,0
PG-19-L_80-Nb_4-S_120-O_26-ts_85-sk_0-R_300,PG-19,300,80,38.375,2.666666667,8.5,12,4,9745.98,508076.87,0.8,0.414,0.088,0,1.03,0.196,0.051,-0.209,5.256,0.939,0.453,0.129,0
PG-19-L_80-Nb_4-S_120-O_43-ts_85-sk_0-R_300,PG-19,300,80,38.375,4.333333333,8.5,12,4,9745.98,508076.87,0.851,0.416,0.071,0,1.134,0.127,0.046,-0.234,5.7,0.983,0.451,0.119,0
PG-19-L_80-Nb_4-S_120-O_60-ts_85-sk_0-R_300,PG-19,300,80,38.375,6,8.5,12,4,9745.98,508076.87,0.902,0.418,0.054,0,1.239,0.057,0.04,-0.258,6.145,1.03,0.452,0.109,0
PG-20-L_90-Nb_4-S_60-O_10-ts_85-sk_0-R_300,PG-20,300,90,29.125,1,8.5,6,4,9954.44,530995.14,0.57,0.386,0.169,0,0.938,0.269,0.145,-0.32,2.713,1.357,0.898,0.466,0.056
